Permittivity ,Lambda,Theta,R,T,Rs,Ts,,
3,0.00000065,30,0.13748493,0.86251507,0.26746519,0.73253481,,
3,0.00000066,30,0.14443208,0.85556792,0.2793133,0.7206867,,
3,0.00000066,30,0.13613414,0.86386586,0.2650334,0.7349666,,
3,0.00000067,30,0.11460165,0.88539835,0.22689463,0.77310537,,
3,0.00000067,30,0.08434251,0.91565749,0.17016423,0.82983577,,
3,0.00000068,30,0.05193664,0.94806336,0.10510363,0.89489637,,
3,0.00000068,30,0.02500256,0.97499744,0.04788223,0.95211777,,
3,0.00000069,30,0.00979752,0.99020248,0.01562774,0.98437226,,
3,0.00000069,30,0.00888255,0.99111745,0.0170267,0.9829733,,
3,0.0000007,30,0.02018766,0.97981234,0.04660529,0.95339471,,
3,0.0000007,30,0.03840524,0.96159476,0.08965313,0.91034687,,
3,0.00000071,30,0.05743843,0.94256157,0.13145738,0.86854262,,
3,0.00000071,30,0.07228306,0.92771694,0.16223833,0.83776167,,
3,0.00000072,30,0.07985324,0.92014676,0.17731839,0.82268161,,
3,0.00000072,30,0.07897559,0.92102441,0.17543558,0.82456442,,
3,0.00000073,30,0.07012129,0.92987871,0.1575149,0.8424851,,
3,0.00000073,30,0.05517421,0.94482579,0.12642287,0.87357713,,
3,0.00000074,30,0.03710607,0.96289393,0.08717729,0.91282271,,
3,0.00000074,30,0.01962423,0.98037577,0.04730076,0.95269924,,
3,0.00000075,30,0.00640317,0.99359683,0.01578154,0.98421846,,
3,0.00000075,30,0.00025658,0.99974342,0.00065762,0.99934238,,
3,0.00000045,35,0.08668015,0.91331985,0.23971626,0.76028374,,
3,0.00000046,35,0.04097697,0.95902303,0.11893003,0.88106997,,
3,0.00000046,35,0.00493668,0.99506332,0.00983206,0.99016794,,
3,0.00000047,35,0.01480832,0.98519168,0.05277081,0.94722919,,
3,0.00000047,35,0.04978952,0.95021048,0.16332009,0.83667991,,
3,0.00000048,35,0.06777839,0.93222161,0.21165984,0.78834016,,
3,0.00000048,35,0.05247088,0.94752912,0.16892582,0.83107418,,
3,0.00000049,35,0.01947644,0.98052356,0.06692619,0.93307381,,
3,0.00000049,35,0.00186555,0.99813445,0.00406315,0.99593685,,
3,0.0000005,35,0.01829064,0.98170936,0.0595314,0.9404686,,
3,0.0000005,35,0.05282952,0.94717048,0.16508432,0.83491568,,
3,0.00000051,35,0.07629763,0.92370237,0.22844559,0.77155441,,
3,0.00000051,35,0.07283767,0.92716233,0.22049284,0.77950716,,
3,0.00000052,35,0.04604504,0.95395496,0.14750948,0.85249052,,
3,0.00000052,35,0.01579548,0.98420452,0.05048504,0.94951496,,
3,0.00000053,35,0.00645816,0.99354184,0.01206021,0.98793979,,
3,0.00000053,35,0.02697238,0.97302762,0.07491516,0.92508484,,
3,0.00000054,35,0.06296891,0.93703109,0.1780984,0.8219016,,
3,0.00000054,35,0.09202294,0.90797706,0.25157626,0.74842374,,
3,0.00000055,35,0.09989768,0.90010232,0.27040616,0.72959384,,
3,0.00000055,35,0.08426474,0.91573526,0.2333056,0.7666944,,
3,0.00000056,35,0.05362603,0.94637397,0.15182374,0.84817626,,
3,0.00000056,35,0.02486754,0.97513246,0.06254095,0.93745905,,
3,0.00000056,35,0.01576742,0.98423258,0.02833286,0.97166714,,
3,0.00000057,35,0.03305186,0.96694814,0.08087585,0.91912415,,
3,0.00000058,35,0.06763971,0.93236029,0.17884027,0.82115973,,
3,0.00000058,35,0.10286898,0.89713102,0.26548572,0.73451428,,
3,0.00000059,35,0.12541618,0.87458382,0.31468041,0.68531959,,
3,0.00000059,35,0.12889165,0.87110835,0.3212752,0.6787248,,
3,0.0000006,35,0.1134702,0.8865298,0.28711758,0.71288242,,
3,0.0000006,35,0.08465434,0.91534566,0.21807093,0.78192907,,
3,0.00000061,35,0.0525772,0.9474228,0.13107129,0.86892871,,
3,0.00000061,35,0.02953928,0.97046072,0.06131711,0.93868289,,
3,0.00000062,35,0.02471967,0.97528033,0.04763915,0.95236085,,
3,0.00000062,35,0.0391136,0.9608864,0.0959877,0.9040123,,
3,0.00000063,35,0.06556222,0.93443778,0.1743104,0.8256896,,
3,0.00000063,35,0.09361309,0.90638691,0.24701339,0.75298661,,
3,0.00000064,35,0.11456977,0.88543023,0.2956055,0.7043945,,
3,0.00000064,35,0.12339776,0.87660224,0.31469444,0.68530556,,
3,0.00000065,35,0.11864312,0.88135688,0.30432359,0.69567641,,
3,0.00000065,35,0.10173884,0.89826116,0.26642221,0.73357779,,
3,0.00000066,35,0.07651037,0.92348963,0.20536424,0.79463576,,
3,0.00000066,35,0.04875714,0.95124286,0.13129367,0.86870633,,
3,0.00000067,35,0.02505769,0.97494231,0.06242352,0.93757648,,
3,0.00000067,35,0.01095658,0.98904342,0.02112732,0.97887268,,
3,0.00000068,35,0.00886464,0.99113536,0.02060939,0.97939061,,
3,0.00000068,35,0.01734409,0.98265591,0.05521638,0.94478362,,
3,0.00000069,35,0.03209167,0.96790833,0.1062668,0.8937332,,
3,0.00000069,35,0.04790267,0.95209733,0.15523556,0.84476444,,
3,0.0000007,35,0.06037198,0.93962802,0.19066561,0.80933439,,
3,0.0000007,35,0.06668098,0.93331902,0.20754635,0.79245365,,
3,0.00000071,35,0.06573321,0.93426679,0.20478397,0.79521603,,
3,0.00000071,35,0.05797901,0.94202099,0.183534,0.816466,,
3,0.00000072,35,0.0451249,0.9548751,0.14685845,0.85314155,,
3,0.00000072,35,0.02987265,0.97012735,0.10051573,0.89948427,,
3,0.00000073,35,0.01539666,0.98460334,0.05337685,0.94662315,,
3,0.00000073,35,0.00476049,0.99523951,0.01668022,0.98331978,,
3,0.00000074,35,0.00011828,0.99988172,0.00034029,0.99965971,,
3,0.00000074,35,0.00219844,0.99780156,0.00845629,0.99154371,,
3,0.00000075,35,0.01016841,0.98983159,0.03725951,0.96274049,,
3,0.00000075,35,0.02200014,0.97799986,0.07761128,0.92238872,,
3,0.00000045,40,0.00396959,0.99603041,0.00786207,0.99213793,,
3,0.00000046,40,0.01550277,0.98449723,0.08908922,0.91091078,,
3,0.00000046,40,0.04098952,0.95901048,0.21210328,0.78789672,,
3,0.00000047,40,0.04924632,0.95075368,0.24382,0.75618,,
3,0.00000047,40,0.03269242,0.96730758,0.17174519,0.82825481,,
3,0.00000048,40,0.00875781,0.99124219,0.04816604,0.95183396,,
3,0.00000048,40,0.00240267,0.99759733,0.00939791,0.99060209,,
3,0.00000049,40,0.02016049,0.97983951,0.10808769,0.89191231,,
3,0.00000049,40,0.0445999,0.9554001,0.22075995,0.77924005,,
3,0.0000005,40,0.05508436,0.94491564,0.26323063,0.73676937,,
3,0.0000005,40,0.04458591,0.95541409,0.22296456,0.77703544,,
3,0.00000051,40,0.0218877,0.9781123,0.11851838,0.88148162,,
3,0.00000051,40,0.00557951,0.99442049,0.0216797,0.9783203,,
3,0.00000052,40,0.00998775,0.99001225,0.03456367,0.96543633,,
3,0.00000052,40,0.03282997,0.96717003,0.14386247,0.85613753,,
3,0.00000053,40,0.05859713,0.94140287,0.24915985,0.75084015,,
3,0.00000053,40,0.07211095,0.92788905,0.29767638,0.70232362,,
3,0.00000054,40,0.06711813,0.93288187,0.28133202,0.71866798,,
3,0.00000054,40,0.04732161,0.95267839,0.20614884,0.79385116,,
3,0.00000055,40,0.02440072,0.97559928,0.09904413,0.90095587,,
3,0.00000055,40,0.01276881,0.98723119,0.02945192,0.97054808,,
3,0.00000056,40,0.02070929,0.97929071,0.06321686,0.93678314,,
3,0.00000056,40,0.0446342,0.9553658,0.17090297,0.82909703,,
3,0.00000056,40,0.07277395,0.92722605,0.27665335,0.72334665,,
3,0.00000057,40,0.09318978,0.90681022,0.34104731,0.65895269,,
3,0.00000058,40,0.09910147,0.90089853,0.35725733,0.64274267,,
3,0.00000058,40,0.08946454,0.91053546,0.32702429,0.67297571,,
3,0.00000059,40,0.06843646,0.93156354,0.25489968,0.74510032,,
3,0.00000059,40,0.04413679,0.95586321,0.15635782,0.84364218,,
3,0.0000006,40,0.02629973,0.97370027,0.07135258,0.92864742,,
3,0.0000006,40,0.02218585,0.97781415,0.05214884,0.94785116,,
3,0.00000061,40,0.03289824,0.96710176,0.11014388,0.88985612,,
3,0.00000061,40,0.05323289,0.94676711,0.20305386,0.79694614,,
3,0.00000062,40,0.07516994,0.92483006,0.28624143,0.71375857,,
3,0.00000062,40,0.09155997,0.90844003,0.33947722,0.66052278,,
3,0.00000063,40,0.09812752,0.90187248,0.35883469,0.64116531,,
3,0.00000063,40,0.09361572,0.90638428,0.34526878,0.65473122,,
3,0.00000064,40,0.07940543,0.92059457,0.30065612,0.69934388,,
3,0.00000064,40,0.05902667,0.94097333,0.22925667,0.77074333,,
3,0.00000065,40,0.03741636,0.96258364,0.14253442,0.85746558,,
3,0.00000065,40,0.01983445,0.98016555,0.06399349,0.93600651,,
3,0.00000066,40,0.01019209,0.98980791,0.02275579,0.97724421,,
3,0.00000066,40,0.00979985,0.99020015,0.03344146,0.96655854,,
3,0.00000067,40,0.01706237,0.98293763,0.08350187,0.91649813,,
3,0.00000067,40,0.0284469,0.9715531,0.14647824,0.85352176,,
3,0.00000068,40,0.03995911,0.96004089,0.20102058,0.79897942,,
3,0.00000068,40,0.04831423,0.95168577,0.23631555,0.76368445,,
3,0.00000069,40,0.05153793,0.94846207,0.24890515,0.75109485,,
3,0.00000069,40,0.04906395,0.95093605,0.23879125,0.76120875,,
3,0.0000007,40,0.04157215,0.95842785,0.2077516,0.7922484,,
3,0.0000007,40,0.03076331,0.96923669,0.1597734,0.8402266,,
3,0.00000071,40,0.01895235,0.98104765,0.10229596,0.89770404,,
3,0.00000071,40,0.00864931,0.99135069,0.04744287,0.95255713,,
3,0.00000072,40,0.00194316,0.99805684,0.00982694,0.99017306,,
3,0.00000072,40,0.00004454,0.99995546,0.00070519,0.99929481,,
3,0.00000073,40,0.00299434,0.99700566,0.02142318,0.97857682,,
3,0.00000073,40,0.00975907,0.99024093,0.06307459,0.93692541,,
3,0.00000074,40,0.01861614,0.98138386,0.11247919,0.88752081,,
3,0.00000074,40,0.02761762,0.97238238,0.15819879,0.84180121,,
3,0.00000075,40,0.03504433,0.96495567,0.1931232,0.8068768,,
3,0.00000075,40,0.0396433,0.9603567,0.21376334,0.78623666,,
3,0.00000045,45,0.02923307,0.97076693,0.28061496,0.71938504,,
3,0.00000046,45,0.02847182,0.97152818,0.27141812,0.72858188,,
3,0.00000046,45,0.01441581,0.98558419,0.15013148,0.84986852,,
3,0.00000047,45,0.00225823,0.99774177,0.01638307,0.98361693,,
3,0.00000047,45,0.00464084,0.99535916,0.04971939,0.95028061,,
3,0.00000048,45,0.01852397,0.98147603,0.19543651,0.80456349,,
3,0.00000048,45,0.030266,0.969734,0.29015729,0.70984271,,
3,0.00000049,45,0.02987848,0.97012152,0.28880587,0.71119413,,
3,0.00000049,45,0.01845842,0.98154158,0.19707654,0.80292346,,
3,0.0000005,45,0.00613705,0.99386295,0.06178131,0.93821869,,
3,0.0000005,45,0.00407802,0.99592198,0.01354737,0.98645263,,
3,0.00000051,45,0.01498982,0.98501018,0.11537662,0.88462338,,
3,0.00000051,45,0.03140589,0.96859411,0.24963611,0.75036389,,
3,0.00000052,45,0.04273287,0.95726713,0.32566512,0.67433488,,
3,0.00000052,45,0.0426573,0.9573427,0.3268707,0.6731293,,
3,0.00000053,45,0.03209302,0.96790698,0.25683323,0.74316677,,
3,0.00000053,45,0.01813841,0.98186159,0.13529456,0.86470544,,
3,0.00000054,45,0.01016274,0.98983726,0.03518276,0.96481724,,
3,0.00000054,45,0.01417189,0.98582811,0.05643787,0.94356213,,
3,0.00000055,45,0.028959,0.971041,0.17989768,0.82010232,,
3,0.00000055,45,0.04739841,0.95260159,0.30408236,0.69591764,,
3,0.00000056,45,0.06144952,0.93855048,0.37890432,0.62109568,,
3,0.00000056,45,0.06586043,0.93413957,0.39822139,0.60177861,,
3,0.00000056,45,0.05976274,0.94023726,0.36527365,0.63472635,,
3,0.00000057,45,0.0462225,0.9537775,0.28349044,0.71650956,,
3,0.00000058,45,0.03111384,0.96888616,0.16875068,0.83124932,,
3,0.00000058,45,0.02089746,0.97910254,0.07211486,0.92788514,,
3,0.00000059,45,0.01985113,0.98014887,0.06299228,0.93700772,,
3,0.00000059,45,0.02811421,0.97188579,0.14648106,0.85351894,,
3,0.0000006,45,0.04203653,0.95796347,0.25858667,0.74141333,,
3,0.0000006,45,0.05626273,0.94373727,0.34791152,0.65208848,,
3,0.00000061,45,0.06612467,0.93387533,0.39885894,0.60114106,,
3,0.00000061,45,0.06885341,0.93114659,0.41136118,0.58863882,,
3,0.00000062,45,0.06393519,0.93606481,0.38763259,0.61236741,,
3,0.00000062,45,0.05283556,0.94716444,0.32916967,0.67083033,,
3,0.00000063,45,0.03847335,0.96152665,0.24026934,0.75973066,,
3,0.00000063,45,0.02449032,0.97550968,0.13697643,0.86302357,,
3,0.00000064,45,0.01418311,0.98581689,0.05346386,0.94653614,,
3,0.00000064,45,0.0095623,0.9904377,0.02779326,0.97220674,,
3,0.00000065,45,0.01075312,0.98924688,0.06688874,0.93311126,,
3,0.00000065,45,0.01620139,0.98379861,0.14095543,0.85904457,,
3,0.00000066,45,0.0234183,0.9765817,0.21505145,0.78494855,,
3,0.00000066,45,0.02987165,0.97012835,0.26936741,0.73063259,,
3,0.00000067,45,0.03365794,0.96634206,0.2973962,0.7026038,,
3,0.00000067,45,0.03381267,0.96618733,0.29850749,0.70149251,,
3,0.00000068,45,0.03033627,0.96966373,0.27392146,0.72607854,,
3,0.00000068,45,0.02406926,0.97593074,0.22619909,0.77380091,,
3,0.00000069,45,0.01640235,0.98359765,0.16080717,0.83919283,,
3,0.00000069,45,0.00898195,0.99101805,0.08924516,0.91075484,,
3,0.0000007,45,0.00329053,0.99670947,0.02956223,0.97043777,,
3,0.0000007,45,0.00034562,0.99965438,0.00099757,0.99900243,,
3,0.00000071,45,0.00046153,0.99953847,0.01230362,0.98769638,,
3,0.00000071,45,0.00324984,0.99675016,0.05580551,0.94419449,,
3,0.00000072,45,0.00778946,0.99221054,0.1140193,0.8859807,,
3,0.00000072,45,0.01289502,0.98710498,0.17037618,0.82962382,,
3,0.00000073,45,0.01742075,0.98257925,0.21463941,0.78536059,,
3,0.00000073,45,0.02046161,0.97953839,0.2420884,0.7579116,,
3,0.00000074,45,0.02149994,0.97850006,0.25136368,0.74863632,,
3,0.00000074,45,0.02043738,0.97956262,0.24262882,0.75737118,,
3,0.00000075,45,0.0175774,0.9824226,0.21697814,0.78302186,,
3,0.00000075,45,0.01355747,0.98644253,0.17677097,0.82322903,,
4,0.00000045,0,0.07726821,0.92273179,0.07726821,0.92273179,,
4,0.00000046,0,0.00707595,0.99292405,0.00707595,0.99292405,,
4,0.00000046,0,0.04227151,0.95772849,0.04227151,0.95772849,,
4,0.00000047,0,0.15693622,0.84306378,0.15693622,0.84306378,,
4,0.00000047,0,0.21453258,0.78546742,0.21453258,0.78546742,,
4,0.00000048,0,0.17451722,0.82548278,0.17451722,0.82548278,,
4,0.00000048,0,0.08563998,0.91436002,0.08563998,0.91436002,,
4,0.00000049,0,0.07777023,0.92222977,0.07777023,0.92222977,,
4,0.00000049,0,0.18753905,0.81246095,0.18753905,0.81246095,,
4,0.0000005,0,0.29314504,0.70685496,0.29314504,0.70685496,,
4,0.0000005,0,0.32290124,0.67709876,0.32290124,0.67709876,,
4,0.00000051,0,0.27075728,0.72924272,0.27075728,0.72924272,,
4,0.00000051,0,0.16485828,0.83514172,0.16485828,0.83514172,,
4,0.00000052,0,0.09176793,0.90823207,0.09176793,0.90823207,,
4,0.00000052,0,0.13050749,0.86949251,0.13050749,0.86949251,,
4,0.00000053,0,0.22510562,0.77489438,0.22510562,0.77489438,,
4,0.00000053,0,0.28739477,0.71260523,0.28739477,0.71260523,,
4,0.00000054,0,0.28690817,0.71309183,0.28690817,0.71309183,,
4,0.00000054,0,0.22503089,0.77496911,0.22503089,0.77496911,,
4,0.00000055,0,0.12631277,0.87368723,0.12631277,0.87368723,,
4,0.00000055,0,0.05056571,0.94943429,0.05056571,0.94943429,,
4,0.00000056,0,0.05377767,0.94622233,0.05377767,0.94622233,,
4,0.00000056,0,0.11526362,0.88473638,0.11526362,0.88473638,,
4,0.00000056,0,0.17351072,0.82648928,0.17351072,0.82648928,,
4,0.00000057,0,0.19260981,0.80739019,0.19260981,0.80739019,,
4,0.00000058,0,0.16572855,0.83427145,0.16572855,0.83427145,,
4,0.00000058,0,0.10402979,0.89597021,0.10402979,0.89597021,,
4,0.00000059,0,0.03699106,0.96300894,0.03699106,0.96300894,,
4,0.00000059,0,0.0047001,0.9952999,0.0047001,0.9952999,,
4,0.0000006,0,0.02469077,0.97530923,0.02469077,0.97530923,,
4,0.0000006,0,0.07424693,0.92575307,0.07424693,0.92575307,,
4,0.00000061,0,0.11799235,0.88200765,0.11799235,0.88200765,,
4,0.00000061,0,0.1344927,0.8655073,0.1344927,0.8655073,,
4,0.00000062,0,0.11857098,0.88142902,0.11857098,0.88142902,,
4,0.00000062,0,0.07773217,0.92226783,0.07773217,0.92226783,,
4,0.00000063,0,0.03180817,0.96819183,0.03180817,0.96819183,,
4,0.00000063,0,0.00929934,0.99070066,0.00929934,0.99070066,,
4,0.00000064,0,0.02953039,0.97046961,0.02953039,0.97046961,,
4,0.00000064,0,0.08543083,0.91456917,0.08543083,0.91456917,,
4,0.00000065,0,0.1515929,0.8484071,0.1515929,0.8484071,,
4,0.00000065,0,0.20499129,0.79500871,0.20499129,0.79500871,,
4,0.00000066,0,0.23395479,0.76604521,0.23395479,0.76604521,,
4,0.00000066,0,0.23522117,0.76477883,0.23522117,0.76477883,,
4,0.00000067,0,0.21064193,0.78935807,0.21064193,0.78935807,,
4,0.00000067,0,0.16683947,0.83316053,0.16683947,0.83316053,,
4,0.00000068,0,0.11735354,0.88264646,0.11735354,0.88264646,,
4,0.00000068,0,0.08261899,0.91738101,0.08261899,0.91738101,,
4,0.00000069,0,0.08159788,0.91840212,0.08159788,0.91840212,,
4,0.00000069,0,0.1183079,0.8816921,0.1183079,0.8816921,,
4,0.0000007,0,0.17892023,0.82107977,0.17892023,0.82107977,,
4,0.0000007,0,0.24332804,0.75667196,0.24332804,0.75667196,,
4,0.00000071,0,0.29685867,0.70314133,0.29685867,0.70314133,,
4,0.00000071,0,0.33238001,0.66761999,0.33238001,0.66761999,,
4,0.00000072,0,0.34784769,0.65215231,0.34784769,0.65215231,,
4,0.00000072,0,0.34338767,0.65661233,0.34338767,0.65661233,,
4,0.00000073,0,0.32018992,0.67981008,0.32018992,0.67981008,,
4,0.00000073,0,0.28064119,0.71935881,0.28064119,0.71935881,,
4,0.00000074,0,0.22949278,0.77050722,0.22949278,0.77050722,,
4,0.00000074,0,0.1752731,0.8247269,0.1752731,0.8247269,,
4,0.00000075,0,0.13003909,0.86996091,0.13003909,0.86996091,,
4,0.00000075,0,0.1058765,0.8941235,0.1058765,0.8941235,,
4,0.00000045,5,0.06558312,0.93441688,0.06701916,0.93298084,,
4,0.00000046,5,0.0029289,0.9970711,0.00299144,0.99700856,,
4,0.00000046,5,0.0569817,0.9430183,0.05801615,0.94198385,,
4,0.00000047,5,0.16865072,0.83134928,0.17149971,0.82850029,,
4,0.00000047,5,0.21069032,0.78930968,0.21406409,0.78593591,,
4,0.00000048,5,0.15764892,0.84235108,0.16020447,0.83979553,,
4,0.00000048,5,0.07335195,0.92664805,0.07431694,0.92568306,,
4,0.00000049,5,0.08913372,0.91086628,0.09024092,0.90975908,,
4,0.00000049,5,0.20678659,0.79321341,0.20971613,0.79028387,,
4,0.0000005,5,0.30157145,0.69842855,0.30557382,0.69442618,,
4,0.0000005,5,0.31677484,0.68322516,0.32090593,0.67909407,,
4,0.00000051,5,0.25230548,0.74769452,0.2557538,0.7442462,,
4,0.00000051,5,0.1449708,0.8550292,0.14686857,0.85313143,,
4,0.00000052,5,0.08999532,0.91000468,0.0908944,0.9091056,,
4,0.00000052,5,0.14627205,0.85372795,0.1481929,0.8518071,,
4,0.00000053,5,0.23961699,0.76038301,0.24292155,0.75707845,,
4,0.00000053,5,0.29116826,0.70883174,0.2950834,0.7049166,,
4,0.00000054,5,0.27876379,0.72123621,0.28259028,0.71740972,,
4,0.00000054,5,0.20751995,0.79248005,0.21054631,0.78945369,,
4,0.00000055,5,0.10805642,0.89194358,0.10961139,0.89038861,,
4,0.00000055,5,0.04495478,0.95504522,0.04542201,0.95457799,,
4,0.00000056,5,0.06324499,0.93675501,0.06419036,0.93580964,,
4,0.00000056,5,0.12827535,0.87172465,0.13046094,0.86953906,,
4,0.00000056,5,0.18049078,0.81950922,0.18351041,0.81648959,,
4,0.00000057,5,0.1905976,0.8094024,0.19377801,0.80622199,,
4,0.00000058,5,0.15567446,0.84432554,0.1583743,0.8416257,,
4,0.00000058,5,0.09022102,0.90977898,0.09187158,0.90812842,,
4,0.00000059,5,0.02706225,0.97293775,0.02754397,0.97245603,,
4,0.00000059,5,0.00478614,0.99521386,0.00486029,0.99513971,,
4,0.0000006,5,0.0328738,0.9671262,0.0335928,0.9664072,,
4,0.0000006,5,0.08331333,0.91668667,0.08503505,0.91496495,,
4,0.00000061,5,0.12239048,0.87760952,0.1248,0.8752,,
4,0.00000061,5,0.13223462,0.86776538,0.13480567,0.86519433,,
4,0.00000062,5,0.11037632,0.88962368,0.11257965,0.88742035,,
4,0.00000062,5,0.06681322,0.93318678,0.06820961,0.93179039,,
4,0.00000063,5,0.02374547,0.97625453,0.02422947,0.97577053,,
4,0.00000063,5,0.0094218,0.9905782,0.00951354,0.99048646,,
4,0.00000064,5,0.03832335,0.96167665,0.03891932,0.96108068,,
4,0.00000064,5,0.09806007,0.90193993,0.09970666,0.90029334,,
4,0.00000065,5,0.1624433,0.8375567,0.16508003,0.83491997,,
4,0.00000065,5,0.21075106,0.78924894,0.21401548,0.78598452,,
4,0.00000066,5,0.23349353,0.76650647,0.23700295,0.76299705,,
4,0.00000066,5,0.22868188,0.77131812,0.2320954,0.7679046,,
4,0.00000067,5,0.19915085,0.80084915,0.20213948,0.79786052,,
4,0.00000067,5,0.1529515,0.8470485,0.15521052,0.84478948,,
4,0.00000068,5,0.10543857,0.89456143,0.10683866,0.89316134,,
4,0.00000068,5,0.07770244,0.92229756,0.07852833,0.92147167,,
4,0.00000069,5,0.08614887,0.91385113,0.08708965,0.91291035,,
4,0.00000069,5,0.13012296,0.86987704,0.13182709,0.86817291,,
4,0.0000007,5,0.193114,0.806886,0.19579123,0.80420877,,
4,0.0000007,5,0.25567579,0.74432421,0.25915393,0.74084607,,
4,0.00000071,5,0.30508575,0.69491425,0.30907465,0.69092535,,
4,0.00000071,5,0.33569376,0.66430624,0.33994134,0.66005866,,
4,0.00000072,5,0.34616912,0.65383088,0.35048733,0.64951267,,
4,0.00000072,5,0.33693888,0.66306112,0.34116952,0.65883048,,
4,0.00000073,5,0.30944567,0.69055433,0.31341876,0.68658124,,
4,0.00000073,5,0.26658295,0.73341705,0.27009444,0.72990556,,
4,0.00000074,5,0.21398809,0.78601191,0.21682582,0.78317418,,
4,0.00000074,5,0.16124912,0.83875088,0.16329358,0.83670642,,
4,0.00000075,5,0.12087132,0.87912868,0.12223635,0.87776365,,
4,0.00000075,5,0.10385379,0.89614621,0.10493274,0.89506726,,
4,0.00000045,10,0.03002495,0.96997505,0.03294565,0.96705435,,
4,0.00000046,10,0.00906447,0.99093553,0.00964436,0.99035564,,
4,0.00000046,10,0.10366893,0.89633107,0.11139569,0.88860431,,
4,0.00000047,10,0.18978684,0.81021316,0.20273108,0.79726892,,
4,0.00000047,10,0.18483833,0.81516167,0.1972819,0.8027181,,
4,0.00000048,10,0.10534607,0.89465393,0.11222637,0.88777363,,
4,0.00000048,10,0.05894979,0.94105021,0.06153585,0.93846415,,
4,0.00000049,10,0.13830762,0.86169238,0.14632222,0.85367778,,
4,0.00000049,10,0.25572484,0.74427516,0.27023105,0.72976895,,
4,0.0000005,10,0.31162038,0.68837962,0.32835271,0.67164729,,
4,0.0000005,10,0.28446557,0.71553443,0.30008714,0.69991286,,
4,0.00000051,10,0.1911671,0.8088329,0.20200101,0.79799899,,
4,0.00000051,10,0.10047608,0.89952392,0.10501155,0.89498845,,
4,0.00000052,10,0.10825022,0.89174978,0.11336498,0.88663502,,
4,0.00000052,10,0.19658758,0.80341242,0.20772109,0.79227891,,
4,0.00000053,10,0.27212095,0.72787905,0.2872374,0.7127626,,
4,0.00000053,10,0.28903698,0.71096302,0.30500381,0.69499619,,
4,0.00000054,10,0.24281777,0.75718223,0.2569172,0.7430828,,
4,0.00000054,10,0.15098834,0.84901166,0.16014442,0.83985558,,
4,0.00000055,10,0.06448831,0.93551169,0.06772555,0.93227445,,
4,0.00000055,10,0.0472325,0.9527675,0.04954567,0.95045433,,
4,0.00000056,10,0.09926358,0.90073642,0.10605736,0.89394264,,
4,0.00000056,10,0.16182684,0.83817316,0.17303064,0.82696936,,
4,0.00000056,10,0.19111715,0.80888285,0.20413007,0.79586993,,
4,0.00000057,10,0.17464353,0.82535647,0.18680699,0.81319301,,
4,0.00000058,10,0.1195982,0.8804018,0.12839532,0.87160468,,
4,0.00000058,10,0.05102896,0.94897104,0.05488344,0.94511656,,
4,0.00000059,10,0.00803575,0.99196425,0.00849129,0.99150871,,
4,0.00000059,10,0.01588054,0.98411946,0.01731671,0.98268329,,
4,0.0000006,10,0.06007384,0.93992616,0.06539653,0.93460347,,
4,0.0000006,10,0.10565216,0.89434784,0.11447463,0.88552537,,
4,0.00000061,10,0.12765817,0.87234183,0.13801228,0.86198772,,
4,0.00000061,10,0.1179943,0.8820057,0.12768842,0.87231158,,
4,0.00000062,10,0.08172317,0.91827683,0.08875086,0.91124914,,
4,0.00000062,10,0.03637882,0.96362118,0.03961827,0.96038173,,
4,0.00000063,10,0.00893922,0.99106078,0.00947191,0.99052809,,
4,0.00000063,10,0.02108396,0.97891604,0.0222791,0.9777209,,
4,0.00000064,10,0.07049689,0.92950311,0.07539911,0.92460089,,
4,0.00000064,10,0.13410229,0.86589771,0.14330494,0.85669506,,
4,0.00000065,10,0.18828357,0.81171643,0.20059635,0.79940365,,
4,0.00000065,10,0.21959594,0.78040406,0.23342023,0.76657977,,
4,0.00000066,10,0.22381494,0.77618506,0.23770068,0.76229932,,
4,0.00000066,10,0.20221738,0.79778262,0.21480717,0.78519283,,
4,0.00000067,10,0.16106737,0.83893263,0.17104702,0.82895298,,
4,0.00000067,10,0.11338567,0.88661433,0.1199118,0.8800882,,
4,0.00000068,10,0.07891145,0.92108855,0.08256871,0.91743129,,
4,0.00000068,10,0.07648733,0.92351267,0.0797241,0.9202759,,
4,0.00000069,10,0.11103574,0.88896426,0.1167722,0.8832278,,
4,0.00000069,10,0.16979788,0.83020212,0.17944813,0.82055187,,
4,0.0000007,10,0.23330607,0.76669393,0.24650008,0.75349992,,
4,0.0000007,10,0.28658905,0.71341095,0.30218032,0.69781968,,
4,0.00000071,10,0.32229133,0.67770867,0.33918154,0.66081846,,
4,0.00000071,10,0.33803163,0.66196837,0.35538933,0.64461067,,
4,0.00000072,10,0.33390447,0.66609553,0.35106751,0.64893249,,
4,0.00000072,10,0.31111375,0.68888625,0.32741238,0.67258762,,
4,0.00000073,10,0.27218867,0.72781133,0.28682455,0.71317545,,
4,0.00000073,10,0.22212011,0.77787989,0.23421527,0.76578473,,
4,0.00000074,10,0.1695572,0.8304428,0.17849112,0.82150888,,
4,0.00000074,10,0.12653337,0.87346663,0.13252338,0.86747662,,
4,0.00000075,10,0.10464596,0.89535404,0.10907784,0.89092216,,
4,0.00000075,10,0.10924623,0.89075377,0.11418152,0.88581848,,
4,0.00000045,15,0.00088675,0.99911325,0.00097532,0.99902468,,
