Permittivity ,Lambda,Theta,R,T,Rs,Ts,,
6,0.00000069,40,0.08784532,0.91215468,0.3136062,0.6863938,,
6,0.00000069,40,0.07673412,0.92326588,0.29257622,0.70742378,,
6,0.0000007,40,0.05771972,0.94228028,0.23988894,0.76011106,,
6,0.0000007,40,0.03492021,0.96507979,0.1617094,0.8382906,,
6,0.00000071,40,0.01423995,0.98576005,0.07525531,0.92474469,,
6,0.00000071,40,0.00177347,0.99822653,0.01232716,0.98767284,,
6,0.00000072,40,0.00154558,0.99845442,0.00483848,0.99516152,,
6,0.00000072,40,0.01389518,0.98610482,0.05727399,0.94272601,,
6,0.00000073,40,0.03552603,0.96447397,0.1428752,0.8571248,,
6,0.00000073,40,0.06113207,0.93886793,0.22951273,0.77048727,,
6,0.00000074,40,0.08547052,0.91452948,0.29832494,0.70167506,,
6,0.00000074,40,0.10463536,0.89536464,0.34288287,0.65711713,,
6,0.00000075,40,0.1165412,0.8834588,0.36290528,0.63709472,,
6,0.00000075,40,0.12081686,0.87918314,0.35996861,0.64003139,,
6,0.00000045,45,0.11778615,0.88221385,0.22476538,0.77523462,,
6,0.00000046,45,0.16081651,0.83918349,0.3922379,0.6077621,,
6,0.00000046,45,0.22201472,0.77798528,0.58767724,0.41232276,,
6,0.00000047,45,0.25418767,0.74581233,0.65603205,0.34396795,,
6,0.00000047,45,0.23944731,0.76055269,0.62359152,0.37640848,,
6,0.00000048,45,0.19060481,0.80939519,0.48452378,0.51547622,,
6,0.00000048,45,0.14380097,0.85619903,0.28134636,0.71865364,,
6,0.00000049,45,0.13209957,0.86790043,0.28135807,0.71864193,,
6,0.00000049,45,0.14844322,0.85155678,0.43945071,0.56054929,,
6,0.0000005,45,0.15954263,0.84045737,0.52643859,0.47356141,,
6,0.0000005,45,0.142933,0.857067,0.51254823,0.48745177,,
6,0.00000051,45,0.09910434,0.90089566,0.39487803,0.60512197,,
6,0.00000051,45,0.04780581,0.95219419,0.18098989,0.81901011,,
6,0.00000052,45,0.01536327,0.98463673,0.02971695,0.97028305,,
6,0.00000052,45,0.01168545,0.98831455,0.10831446,0.89168554,,
6,0.00000053,45,0.02266694,0.97733306,0.24131419,0.75868581,,
6,0.00000053,45,0.02886249,0.97113751,0.28917832,0.71082168,,
6,0.00000054,45,0.02318837,0.97681163,0.23556611,0.76443389,,
6,0.00000054,45,0.01417784,0.98582216,0.10827566,0.89172434,,
6,0.00000055,45,0.01834975,0.98165025,0.03107399,0.96892601,,
6,0.00000055,45,0.04587996,0.95412004,0.14580726,0.85419274,,
6,0.00000056,45,0.09065605,0.90934395,0.34280322,0.65719678,,
6,0.00000056,45,0.13608119,0.86391881,0.48277358,0.51722642,,
6,0.00000056,45,0.16801333,0.83198667,0.54838523,0.45161477,,
6,0.00000057,45,0.18052183,0.81947817,0.55370396,0.44629604,,
6,0.00000058,45,0.17582738,0.82417262,0.5057693,0.4942307,,
6,0.00000058,45,0.16249607,0.83750393,0.41040442,0.58959558,,
6,0.00000059,45,0.15287214,0.84712786,0.30753593,0.69246407,,
6,0.00000059,45,0.15756235,0.84243765,0.2935396,0.7064604,,
6,0.0000006,45,0.1790828,0.8209172,0.39624858,0.60375142,,
6,0.0000006,45,0.21054868,0.78945132,0.52301801,0.47698199,,
6,0.00000061,45,0.24120994,0.75879006,0.61352085,0.38647915,,
6,0.00000061,45,0.2620469,0.7379531,0.66247545,0.33752455,,
6,0.00000062,45,0.26821262,0.73178738,0.67779247,0.32220753,,
6,0.00000062,45,0.25843742,0.74156258,0.66373051,0.33626949,,
6,0.00000063,45,0.23441916,0.76558084,0.6189894,0.3810106,,
6,0.00000063,45,0.20049885,0.79950115,0.5385259,0.4614741,,
6,0.00000064,45,0.16334405,0.83665595,0.42141118,0.57858882,,
6,0.00000064,45,0.13067218,0.86932782,0.29178389,0.70821611,,
6,0.00000065,45,0.1084727,0.8915273,0.21169281,0.78830719,,
6,0.00000065,45,0.09847199,0.90152801,0.22492669,0.77507331,,
6,0.00000066,45,0.09766971,0.90233029,0.29703064,0.70296936,,
6,0.00000066,45,0.10039852,0.89960148,0.37040038,0.62959962,,
6,0.00000067,45,0.10107332,0.89892668,0.41670363,0.58329637,,
6,0.00000067,45,0.09591818,0.90408182,0.4291995,0.5708005,,
6,0.00000068,45,0.08358928,0.91641072,0.40723432,0.59276568,,
6,0.00000068,45,0.06509132,0.93490868,0.3502865,0.6497135,,
6,0.00000069,45,0.04338009,0.95661991,0.25963118,0.74036882,,
6,0.00000069,45,0.02269041,0.97730959,0.14686463,0.85313537,,
6,0.0000007,45,0.00732982,0.99267018,0.04468443,0.95531557,,
6,0.0000007,45,0.00032974,0.99967026,0.00018497,0.99981503,,
6,0.00000071,45,0.00236469,0.99763531,0.03413257,0.96586743,,
6,0.00000071,45,0.01169315,0.98830685,0.11848893,0.88151107,,
6,0.00000072,45,0.0250458,0.9749542,0.20986309,0.79013691,,
6,0.00000072,45,0.03886906,0.96113094,0.28171172,0.71828828,,
6,0.00000073,45,0.0503604,0.9496396,0.32539635,0.67460365,,
6,0.00000073,45,0.05795909,0.94204091,0.34041522,0.65958478,,
6,0.00000074,45,0.06146197,0.93853803,0.32859199,0.67140801,,
6,0.00000074,45,0.06189667,0.93810333,0.29286093,0.70713907,,
6,0.00000075,45,0.06122694,0.93877306,0.23928824,0.76071176,,
6,0.00000075,45,0.06196201,0.93803799,0.18157649,0.81842351,,
7,0.00000045,0,0.37005502,0.62994498,0.37005502,0.62994498,,
7,0.00000046,0,0.38144279,0.61855721,0.38144279,0.61855721,,
7,0.00000046,0,0.24864588,0.75135412,0.24864588,0.75135412,,
7,0.00000047,0,0.05223946,0.94776054,0.05223946,0.94776054,,
7,0.00000047,0,0.02965862,0.97034138,0.02965862,0.97034138,,
7,0.00000048,0,0.11143968,0.88856032,0.11143968,0.88856032,,
7,0.00000048,0,0.10678306,0.89321694,0.10678306,0.89321694,,
7,0.00000049,0,0.04090513,0.95909487,0.04090513,0.95909487,,
7,0.00000049,0,0.09404683,0.90595317,0.09404683,0.90595317,,
7,0.0000005,0,0.27277949,0.72722051,0.27277949,0.72722051,,
7,0.0000005,0,0.40131167,0.59868833,0.40131167,0.59868833,,
7,0.00000051,0,0.42869107,0.57130893,0.42869107,0.57130893,,
7,0.00000051,0,0.36978652,0.63021348,0.36978652,0.63021348,,
7,0.00000052,0,0.28024052,0.71975948,0.28024052,0.71975948,,
7,0.00000052,0,0.28269715,0.71730285,0.28269715,0.71730285,,
7,0.00000053,0,0.39062928,0.60937072,0.39062928,0.60937072,,
7,0.00000053,0,0.48699652,0.51300348,0.48699652,0.51300348,,
7,0.00000054,0,0.52043237,0.47956763,0.52043237,0.47956763,,
7,0.00000054,0,0.48715398,0.51284602,0.48715398,0.51284602,,
7,0.00000055,0,0.38998782,0.61001218,0.38998782,0.61001218,,
7,0.00000055,0,0.25821953,0.74178047,0.25821953,0.74178047,,
7,0.00000056,0,0.1806608,0.8193392,0.1806608,0.8193392,,
7,0.00000056,0,0.20885908,0.79114092,0.20885908,0.79114092,,
7,0.00000056,0,0.27179259,0.72820741,0.27179259,0.72820741,,
7,0.00000057,0,0.29741903,0.70258097,0.29741903,0.70258097,,
7,0.00000058,0,0.26327448,0.73672552,0.26327448,0.73672552,,
7,0.00000058,0,0.1736457,0.8263543,0.1736457,0.8263543,,
7,0.00000059,0,0.0640724,0.9359276,0.0640724,0.9359276,,
7,0.00000059,0,0.00579719,0.99420281,0.00579719,0.99420281,,
7,0.0000006,0,0.03625773,0.96374227,0.03625773,0.96374227,,
7,0.0000006,0,0.10769193,0.89230807,0.10769193,0.89230807,,
7,0.00000061,0,0.15899031,0.84100969,0.15899031,0.84100969,,
7,0.00000061,0,0.16550713,0.83449287,0.16550713,0.83449287,,
7,0.00000062,0,0.13169454,0.86830546,0.13169454,0.86830546,,
7,0.00000062,0,0.08706085,0.91293915,0.08706085,0.91293915,,
7,0.00000063,0,0.08260652,0.91739348,0.08260652,0.91739348,,
7,0.00000063,0,0.15001637,0.84998363,0.15001637,0.84998363,,
7,0.00000064,0,0.26117861,0.73882139,0.26117861,0.73882139,,
7,0.00000064,0,0.36597052,0.63402948,0.36597052,0.63402948,,
7,0.00000065,0,0.43858935,0.56141065,0.43858935,0.56141065,,
7,0.00000065,0,0.47481569,0.52518431,0.47481569,0.52518431,,
7,0.00000066,0,0.47771139,0.52228861,0.47771139,0.52228861,,
7,0.00000066,0,0.45116496,0.54883504,0.45116496,0.54883504,,
7,0.00000067,0,0.40143109,0.59856891,0.40143109,0.59856891,,
7,0.00000067,0,0.34300842,0.65699158,0.34300842,0.65699158,,
7,0.00000068,0,0.30207529,0.69792471,0.30207529,0.69792471,,
7,0.00000068,0,0.30355907,0.69644093,0.30355907,0.69644093,,
7,0.00000069,0,0.34729684,0.65270316,0.34729684,0.65270316,,
7,0.00000069,0,0.40908339,0.59091661,0.40908339,0.59091661,,
7,0.0000007,0,0.46497597,0.53502403,0.46497597,0.53502403,,
7,0.0000007,0,0.50291018,0.49708982,0.50291018,0.49708982,,
7,0.00000071,0,0.51953323,0.48046677,0.51953323,0.48046677,,
7,0.00000071,0,0.51448258,0.48551742,0.51448258,0.48551742,,
7,0.00000072,0,0.48774292,0.51225708,0.48774292,0.51225708,,
7,0.00000072,0,0.43929898,0.56070102,0.43929898,0.56070102,,
7,0.00000073,0,0.3707425,0.6292575,0.3707425,0.6292575,,
7,0.00000073,0,0.28862145,0.71137855,0.28862145,0.71137855,,
7,0.00000074,0,0.20734724,0.79265276,0.20734724,0.79265276,,
7,0.00000074,0,0.14682039,0.85317961,0.14682039,0.85317961,,
7,0.00000075,0,0.12105972,0.87894028,0.12105972,0.87894028,,
7,0.00000075,0,0.12796266,0.87203734,0.12796266,0.87203734,,
7,0.00000045,5,0.38437358,0.61562642,0.38819889,0.61180111,,
7,0.00000046,5,0.37630931,0.62369069,0.38045127,0.61954873,,
7,0.00000046,5,0.22547095,0.77452905,0.22848514,0.77151486,,
7,0.00000047,5,0.038095,0.961905,0.03850544,0.96149456,,
7,0.00000047,5,0.04062128,0.95937872,0.04150237,0.95849763,,
7,0.00000048,5,0.11520775,0.88479225,0.11754156,0.88245844,,
7,0.00000048,5,0.09510465,0.90489535,0.09701314,0.90298686,,
7,0.00000049,5,0.03383405,0.96616595,0.03426155,0.96573845,,
7,0.00000049,5,0.1118951,0.8881049,0.11330098,0.88669902,,
7,0.0000005,5,0.29125705,0.70874295,0.2948135,0.7051865,,
7,0.0000005,5,0.40486935,0.59513065,0.40912756,0.59087244,,
7,0.00000051,5,0.41755789,0.58244211,0.4216773,0.5783227,,
7,0.00000051,5,0.34875195,0.65124805,0.35204943,0.64795057,,
7,0.00000052,5,0.26728121,0.73271879,0.26927256,0.73072744,,
7,0.00000052,5,0.29450763,0.70549237,0.2967281,0.7032719,,
7,0.00000053,5,0.40899836,0.59100164,0.41250148,0.58749852,,
7,0.00000053,5,0.49628632,0.50371368,0.50038536,0.49961464,,
7,0.00000054,5,0.51844209,0.48155791,0.52267248,0.47732752,,
7,0.00000054,5,0.47408625,0.52591375,0.47821253,0.52178747,,
7,0.00000055,5,0.36801687,0.63198313,0.37148117,0.62851883,,
7,0.00000055,5,0.23949554,0.76050446,0.24154064,0.75845936,,
7,0.00000056,5,0.18208885,0.81791115,0.18347749,0.81652251,,
7,0.00000056,5,0.22391961,0.77608039,0.22628947,0.77371053,,
7,0.00000056,5,0.28376462,0.71623538,0.2871741,0.7128259,,
7,0.00000057,5,0.29944831,0.70055169,0.30324132,0.69675868,,
7,0.00000058,5,0.2547003,0.7452997,0.25821507,0.74178493,,
7,0.00000058,5,0.15774295,0.84225705,0.16017771,0.83982229,,
7,0.00000059,5,0.05062429,0.94937571,0.05142768,0.94857232,,
7,0.00000059,5,0.00545239,0.99454761,0.00552924,0.99447076,,
7,0.0000006,5,0.0457237,0.9542763,0.04670256,0.95329744,,
7,0.0000006,5,0.11555482,0.88444518,0.11776146,0.88223854,,
7,0.00000061,5,0.15895966,0.84104034,0.16175888,0.83824112,,
7,0.00000061,5,0.15703063,0.84296937,0.15967764,0.84032236,,
7,0.00000062,5,0.11845433,0.88154567,0.12030577,0.87969423,,
7,0.00000062,5,0.07763284,0.92236716,0.07848907,0.92151093,,
7,0.00000063,5,0.08617012,0.91382988,0.08687407,0.91312593,,
7,0.00000063,5,0.16542189,0.83457811,0.16723744,0.83276256,,
7,0.00000064,5,0.27850176,0.72149824,0.28167106,0.71832894,,
7,0.00000064,5,0.37807637,0.62192363,0.38204125,0.61795875,,
7,0.00000065,5,0.44355637,0.55644363,0.44780418,0.55219582,,
7,0.00000065,5,0.4729165,0.5270835,0.47717988,0.52282012,,
7,0.00000066,5,0.46956725,0.53043275,0.4736975,0.5263025,,
7,0.00000066,5,0.43768861,0.56231139,0.44151396,0.55848604,,
7,0.00000067,5,0.38492696,0.61507304,0.3881954,0.6118046,,
7,0.00000067,5,0.3285825,0.6714175,0.33110802,0.66889198,,
7,0.00000068,5,0.29642204,0.70357796,0.29844499,0.70155501,,
7,0.00000068,5,0.30926451,0.69073549,0.31147916,0.68852084,,
7,0.00000069,5,0.35997072,0.64002928,0.3628881,0.6371119,,
7,0.00000069,5,0.42232433,0.57767567,0.42592348,0.57407652,,
7,0.0000007,5,0.47491904,0.52508096,0.47894045,0.52105955,,
7,0.0000007,5,0.50823465,0.49176535,0.51246419,0.48753581,,
7,0.00000071,5,0.52003439,0.47996561,0.52435844,0.47564156,,
7,0.00000071,5,0.51018767,0.48981233,0.51454395,0.48545605,,
7,0.00000072,5,0.47865996,0.52134004,0.48297119,0.51702881,,
7,0.00000072,5,0.42564552,0.57435448,0.42975652,0.57024348,,
7,0.00000073,5,0.35357471,0.64642529,0.35721564,0.64278436,,
7,0.00000073,5,0.27067329,0.72932671,0.2735183,0.7264817,,
7,0.00000074,5,0.19309017,0.80690983,0.19498164,0.80501836,,
7,0.00000074,5,0.14043457,0.85956543,0.14164037,0.85835963,,
7,0.00000075,5,0.12336809,0.87663191,0.12449889,0.87550111,,
7,0.00000075,5,0.13594423,0.86405577,0.13752777,0.86247223,,
7,0.00000045,10,0.41138062,0.58861938,0.42804933,0.57195067,,
7,0.00000046,10,0.34340614,0.65659386,0.35952635,0.64047365,,
7,0.00000046,10,0.15103987,0.84896013,0.15940664,0.84059336,,
7,0.00000047,10,0.01973823,0.98026177,0.02035715,0.97964285,,
7,0.00000047,10,0.0751604,0.9248396,0.08170256,0.91829744,,
7,0.00000048,10,0.11360241,0.88639759,0.12314602,0.87685398,,
7,0.00000048,10,0.05688835,0.94311165,0.06175973,0.93824027,,
7,0.00000049,10,0.03371539,0.96628461,0.03500586,0.96499414,,
7,0.00000049,10,0.17290492,0.82709508,0.1824509,0.8175491,,
7,0.0000005,10,0.33344791,0.66655209,0.3494349,0.6505651,,
7,0.0000005,10,0.40084603,0.59915397,0.41789208,0.58210792,,
7,0.00000051,10,0.37235501,0.62764499,0.38756142,0.61243858,,
7,0.00000051,10,0.2871725,0.7128275,0.29741062,0.70258938,,
7,0.00000052,10,0.25448506,0.74551494,0.26167759,0.73832241,,
7,0.00000052,10,0.34423766,0.65576234,0.3559916,0.6440084,,
7,0.00000053,10,0.45627344,0.54372656,0.47201339,0.52798661,,
7,0.00000053,10,0.51205035,0.48794965,0.52894034,0.47105966,,
7,0.00000054,10,0.50073722,0.49926278,0.51766383,0.48233617,,
7,0.00000054,10,0.42443688,0.57556312,0.44002947,0.55997053,,
7,0.00000055,10,0.30095169,0.69904831,0.31209056,0.68790944,,
7,0.00000055,10,0.20281584,0.79718416,0.20887693,0.79112307,,
7,0.00000056,10,0.20655933,0.79344067,0.21410813,0.78589187,,
7,0.00000056,10,0.26922554,0.73077446,0.28160206,0.71839794,,
7,0.00000056,10,0.30964088,0.69035912,0.32480857,0.67519143,,
7,0.00000057,10,0.29404051,0.70595949,0.30942968,0.69057032,,
7,0.00000058,10,0.21959293,0.78040707,0.23240283,0.76759717,,
7,0.00000058,10,0.10823896,0.89176104,0.11517624,0.88482376,,
7,0.00000059,10,0.02053997,0.97946003,0.02162512,0.97837488,,
7,0.00000059,10,0.01599248,0.98400752,0.01745039,0.98254961,,
7,0.0000006,10,0.07455339,0.92544661,0.08096114,0.91903886,,
7,0.0000006,10,0.13172782,0.86827218,0.14196048,0.85803952,,
7,0.00000061,10,0.15008117,0.84991883,0.16110387,0.83889613,,
7,0.00000061,10,0.12584739,0.87415261,0.13474111,0.86525889,,
7,0.00000062,10,0.08114693,0.91885307,0.08593559,0.91406441,,
7,0.00000062,10,0.06286077,0.93713923,0.06494751,0.93505249,,
7,0.00000063,10,0.11224015,0.88775985,0.11686484,0.88313516,,
7,0.00000063,10,0.2160048,0.7839952,0.22638074,0.77361926,,
7,0.00000064,10,0.3248136,0.6751864,0.33959244,0.66040756,,
7,0.00000064,10,0.40544917,0.59455083,0.42218418,0.57781582,,
7,0.00000065,10,0.44957695,0.55042305,0.46675227,0.53324773,,
7,0.00000065,10,0.45906444,0.54093556,0.47590715,0.52409285,,
7,0.00000066,10,0.43799954,0.56200046,0.45385259,0.54614741,,
7,0.00000066,10,0.39267771,0.60732229,0.4065985,0.5934015,,
7,0.00000067,10,0.33694509,0.66305491,0.34796135,0.65203865,,
7,0.00000067,10,0.29607586,0.70392414,0.304492,0.695508,,
7,0.00000068,10,0.29561084,0.70438916,0.3038899,0.6961101,,
7,0.00000068,10,0.33781219,0.66218781,0.34857281,0.65142719,,
7,0.00000069,10,0.40007381,0.59992619,0.4138251,0.5861749,,
7,0.00000069,10,0.45782144,0.54217856,0.47360668,0.52639332,,
7,0.0000007,10,0.49820251,0.50179749,0.51502383,0.48497617,,
7,0.0000007,10,0.51730829,0.48269171,0.53459439,0.46540561,,
7,0.00000071,10,0.51478279,0.48521721,0.53225744,0.46774256,,
7,0.00000071,10,0.49070129,0.50929871,0.5081159,0.4918841,,
7,0.00000072,10,0.44516402,0.55483598,0.4620337,0.5379663,,
7,0.00000072,10,0.37975713,0.62024287,0.39515916,0.60484084,,
7,0.00000073,10,0.30057186,0.69942814,0.31321559,0.68678441,,
7,0.00000073,10,0.2213107,0.7786893,0.23023413,0.76976587,,
7,0.00000074,10,0.1611033,0.8388967,0.16681013,0.83318987,,
7,0.00000074,10,0.13420605,0.86579395,0.13888613,0.86111387,,
7,0.00000075,10,0.13952902,0.86047098,0.14557717,0.85442283,,
7,0.00000075,10,0.16287377,0.83712623,0.17141523,0.82858477,,
7,0.00000045,15,0.39965748,0.60034252,0.43859724,0.56140276,,
7,0.00000046,15,0.23991905,0.76008095,0.26856976,0.73143024,,
7,0.00000046,15,0.05568385,0.94431615,0.06055536,0.93944464,,
7,0.00000047,15,0.05473519,0.94526481,0.06460319,0.93539681,,
7,0.00000047,15,0.11036915,0.88963085,0.13215365,0.86784635,,
7,0.00000048,15,0.07472629,0.92527371,0.09068452,0.90931548,,
7,0.00000048,15,0.01411557,0.98588443,0.01596583,0.98403417,,
7,0.00000049,15,0.09677771,0.90322229,0.10999748,0.89000252,,
7,0.00000049,15,0.26169122,0.73830878,0.29428507,0.70571493,,
7,0.0000005,15,0.35547314,0.64452686,0.39364267,0.60635733,,
7,0.0000005,15,0.34953553,0.65046447,0.38478868,0.61521132,,
7,0.00000051,15,0.27546567,0.72453433,0.30008276,0.69991724,,
7,0.00000051,15,0.2327563,0.7672437,0.24813034,0.75186966,,
7,0.00000052,15,0.31161862,0.68838138,0.33619562,0.66380438,,
7,0.00000052,15,0.43047719,0.56952281,0.46552392,0.53447608,,
7,0.00000053,15,0.49871636,0.50128364,0.53697093,0.46302907,,
7,0.00000053,15,0.49919521,0.50080479,0.53766391,0.46233609,,
7,0.00000054,15,0.43458161,0.56541839,0.47058494,0.52941506,,
7,0.00000054,15,0.32034737,0.67965263,0.3473429,0.6526571,,
7,0.00000055,15,0.22106377,0.77893623,0.23613342,0.76386658,,
7,0.00000055,15,0.21660276,0.78339724,0.23361323,0.76638677,,
7,0.00000056,15,0.27775519,0.72224481,0.30581608,0.69418392,,
7,0.00000056,15,0.32340027,0.67659973,0.35839037,0.64160963,,
7,0.00000056,15,0.31606833,0.68393167,0.35242427,0.64757573,,
7,0.00000057,15,0.2498319,0.7501681,0.28184081,0.71815919,,
7,0.00000058,15,0.1403455,0.8596545,0.16035907,0.83964093,,
7,0.00000058,15,0.03949325,0.96050675,0.0445184,0.9554816,,
7,0.00000059,15,0.01200353,0.98799647,0.01402553,0.98597447,,
7,0.00000059,15,0.05568796,0.94431204,0.06773433,0.93226567,,
7,0.0000006,15,0.1100771,0.8899229,0.13168854,0.86831146,,
7,0.0000006,15,0.13153556,0.86846444,0.15595855,0.84404145,,
7,0.00000061,15,0.11127856,0.88872144,0.13149678,0.86850322,,
7,0.00000061,15,0.06821402,0.93178598,0.07909412,0.92090588,,
7,0.00000062,15,0.04626027,0.95373973,0.04999754,0.95000246,,
7,0.00000062,15,0.08805892,0.91194108,0.09653087,0.90346913,,
7,0.00000063,15,0.18629947,0.81370053,0.20804236,0.79195764,,
7,0.00000063,15,0.29389958,0.70610042,0.32644637,0.67355363,,
7,0.00000064,15,0.37581714,0.62418286,0.41339923,0.58660077,,
7,0.00000064,15,0.42137426,0.57862574,0.46018625,0.53981375,,
7,0.00000065,15,0.43179437,0.56820563,0.46980615,0.53019385,,
7,0.00000065,15,0.41134477,0.58865523,0.44683135,0.55316865,,
7,0.00000066,15,0.36744346,0.63255654,0.39809078,0.60190922,,
7,0.00000066,15,0.31568,0.68432,0.33941659,0.66058341,,
7,0.00000067,15,0.28212876,0.71787124,0.30034921,0.69965079,,
7,0.00000067,15,0.29002257,0.70997743,0.30898494,0.69101506,,
7,0.00000068,15,0.33783358,0.66216642,0.3631553,0.6368447,,
7,0.00000068,15,0.40172102,0.59827898,0.43380194,0.56619806,,
7,0.00000069,15,0.45872767,0.54127233,0.49507911,0.50492089,,
7,0.00000069,15,0.49738241,0.50261759,0.53577374,0.46422626,,
7,0.0000007,15,0.51460009,0.48539991,0.5538534,0.4461466,,
7,0.0000007,15,0.51019132,0.48980868,0.54975554,0.45024446,,
7,0.00000071,15,0.48438964,0.51561036,0.5237101,0.4762899,,
7,0.00000071,15,0.43760179,0.56239821,0.4755215,0.5244785,,
7,0.00000072,15,0.37206704,0.62793296,0.40640579,0.59359421,,
7,0.00000072,15,0.29502748,0.70497252,0.32288857,0.67711143,,
7,0.00000073,15,0.22095715,0.77904285,0.24052955,0.75947045,,
7,0.00000073,15,0.16832255,0.83167745,0.18143353,0.81856647,,
7,0.00000074,15,0.14862774,0.85137226,0.16061223,0.83938777,,
7,0.00000074,15,0.15817753,0.84182247,0.1741112,0.8258888,,
7,0.00000075,15,0.18226606,0.81773394,0.20406106,0.79593894,,
7,0.00000075,15,0.2055089,0.7944911,0.23232734,0.76767266,,
7,0.00000045,20,0.27603574,0.72396426,0.3327951,0.6672049,,
7,0.00000046,20,0.08975658,0.91024342,0.10433293,0.89566707,,
7,0.00000046,20,0.07010788,0.92989212,0.08902036,0.91097964,,
7,0.00000047,20,0.1190603,0.8809397,0.16063215,0.83936785,,
7,0.00000047,20,0.08292158,0.91707842,0.11589009,0.88410991,,
7,0.00000048,20,0.00894111,0.99105889,0.01285689,0.98714311,,
7,0.00000048,20,0.06160258,0.93839742,0.07910477,0.92089523,,
7,0.00000049,20,0.21028294,0.78971706,0.26464589,0.73535411,,
7,0.00000049,20,0.30049217,0.69950783,0.36686742,0.63313258,,
7,0.0000005,20,0.29333601,0.70666399,0.35330889,0.64669111,,
7,0.0000005,20,0.22668837,0.77331163,0.26503005,0.73496995,,
7,0.00000051,20,0.20912803,0.79087197,0.23511232,0.76488768,,
7,0.00000051,20,0.30725489,0.69274511,0.35491478,0.64508522,,
7,0.00000052,20,0.42550735,0.57449265,0.490596,0.509404,,
7,0.00000052,20,0.48612378,0.51387622,0.55548769,0.44451231,,
7,0.00000053,20,0.47833081,0.52166919,0.5471073,0.4528927,,
7,0.00000053,20,0.40739726,0.59260274,0.46973828,0.53026172,,
7,0.00000054,20,0.29819094,0.70180906,0.34177347,0.65822653,,
7,0.00000054,20,0.22497918,0.77502082,0.25128553,0.74871447,,
7,0.00000055,20,0.24608654,0.75391346,0.28316991,0.71683009,,
7,0.00000055,20,0.30999398,0.69000602,0.36637307,0.63362693,,
7,0.00000056,20,0.34628354,0.65371646,0.41247534,0.58752466,,
7,0.00000056,20,0.32801342,0.67198658,0.39521699,0.60478301,,
7,0.00000056,20,0.25305374,0.74694626,0.31144268,0.68855732,,
7,0.00000057,20,0.14009074,0.85990926,0.17560105,0.82439895,,
7,0.00000058,20,0.04309832,0.95690168,0.05182176,0.94817824,,
7,0.00000058,20,0.01980472,0.98019528,0.02563686,0.97436314,,
7,0.00000059,20,0.05879301,0.94120699,0.08324923,0.91675077,,
7,0.00000059,20,0.10193266,0.89806734,0.14186786,0.85813214,,
7,0.0000006,20,0.11166441,0.88833559,0.15425741,0.84574259,,
7,0.0000006,20,0.08381189,0.91618811,0.1161496,0.8838504,,
7,0.00000061,20,0.04189587,0.95810413,0.05588622,0.94411378,,
7,0.00000061,20,0.03138184,0.96861816,0.03545549,0.96454451,,
7,0.00000062,20,0.08507466,0.91492534,0.10287892,0.89712108,,
7,0.00000062,20,0.18416417,0.81583583,0.22698726,0.77301274,,
7,0.00000063,20,0.28318869,0.71681131,0.34366977,0.65633023,,
7,0.00000063,20,0.35332361,0.64667639,0.42120546,0.57879454,,
7,0.00000064,20,0.38723518,0.61276482,0.45619064,0.54380936,,
7,0.00000064,20,0.38691858,0.61308142,0.45302826,0.54697174,,
7,0.00000065,20,0.35825538,0.64174462,0.41747652,0.58252348,,
7,0.00000065,20,0.31292604,0.68707396,0.36063233,0.63936767,,
7,0.00000066,20,0.27262846,0.72737154,0.30766013,0.69233987,,
7,0.00000066,20,0.26398929,0.73601071,0.2946126,0.7053874,,
7,0.00000067,20,0.29817921,0.70182079,0.33733049,0.66266951,,
7,0.00000067,20,0.35969809,0.64030191,0.41242836,0.58757164,,
7,0.00000068,20,0.42337671,0.57662329,0.48620451,0.51379549,,
7,0.00000068,20,0.4724694,0.5275306,0.54042641,0.45957359,,
7,0.00000069,20,0.50083418,0.49916582,0.57087916,0.42912084,,
7,0.00000069,20,0.50742616,0.49257384,0.57821996,0.42178004,,
7,0.0000007,20,0.49261789,0.50738211,0.56337247,0.43662753,,
7,0.0000007,20,0.45692253,0.54307747,0.52625064,0.47374936,,
7,0.00000071,20,0.40188652,0.59811348,0.46683262,0.53316738,,
7,0.00000071,20,0.33259161,0.66740839,0.38843673,0.61156327,,
7,0.00000072,20,0.26033275,0.73966725,0.30259669,0.69740331,,
7,0.00000072,20,0.20202539,0.79797461,0.23107177,0.76892823,,
7,0.00000073,20,0.17213227,0.82786773,0.1956668,0.8043332,,
7,0.00000073,20,0.17273098,0.82726902,0.20092536,0.79907464,,
7,0.00000074,20,0.19284045,0.80715955,0.23132059,0.76867941,,
7,0.00000074,20,0.21720404,0.78279596,0.26582145,0.73417855,,
7,0.00000075,20,0.23398597,0.76601403,0.28964849,0.71035151,,
7,0.00000075,20,0.23652517,0.76347483,0.29545733,0.70454267,,
7,0.00000045,25,0.10843498,0.89156502,0.13203952,0.86796048,,
7,0.00000046,25,0.11687073,0.88312927,0.1658774,0.8341226,,
7,0.00000046,25,0.14687678,0.85312322,0.22423311,0.77576689,,
7,0.00000047,25,0.08654644,0.91345356,0.14143541,0.85856459,,
7,0.00000047,25,0.00495325,0.99504675,0.00901228,0.99098772,,
7,0.00000048,25,0.05198934,0.94801066,0.08207557,0.91792443,,
7,0.00000048,25,0.17453458,0.82546542,0.25938924,0.74061076,,
7,0.00000049,25,0.23504722,0.76495278,0.33336581,0.66663419,,
